Year,Rank,Team,Total Attendance,Avg. Attendance,Approx. Payroll ,W-L Record,W Record,L Record,Run Difference,RK,Total Games,Runs/Games,Hits,Stolen Bases,Walks,Stike Outs,Batting Average,On Base %,Slugging %,,
2017,18,MIA Marlins,"1,583,014","20,295","$111,591,100 ",0.47531,77,85,-0.3,18,162,4.8,1497,91,486,1282,0.267,0.331,0.431,,
2017,11,MIL Brewers,"2,627,705","31,282","$68,439,300 ",0.53086,86,76,0.2,10,162,4.52,1363,128,547,1571,0.249,0.322,0.429,,
2017,9,MIN Twins,"2,051,279","25,324","$103,932,500 ",0.52469,85,77,0.2,11,162,5.03,1444,95,593,1342,0.26,0.334,0.434,,
2017,25,NY Mets,"2,460,622","30,378","$176,615,252 ",0.43210,70,92,-0.8,25,162,4.54,1379,58,529,1291,0.25,0.32,0.434,,
2017,3,NY Yankees,"3,154,938","38,950","$182,424,700 ",0.56173,91,71,1.2,8,162,5.3,1463,90,616,1386,0.262,0.339,0.447,,
2017,22,OAK Athletics,"1,475,721","18,219","$51,560,000 ",0.46296,75,87,-0.5,21,162,4.56,1344,57,565,1491,0.246,0.319,0.436,,
2017,28,PHI Phillies,"1,905,354","23,523","$86,276,000 ",0.40741,66,96,-0.6,28,162,4.26,1382,59,494,1417,0.25,0.315,0.409,,
2017,20,PIT Pirates,"1,919,447","23,697","$102,953,333 ",0.46296,75,87,-0.4,22,162,4.12,1331,67,519,1213,0.244,0.318,0.386,,
2017,24,SD Padres,"2,138,491","26,401","$49,248,767 ",0.43827,71,91,-1.3,24,162,3.73,1251,89,460,1499,0.234,0.299,0.393,,
2017,29,SF Giants,"2,135,445","26,364","$172,438,700 ",0.39506,64,98,-0.8,30,162,4.63,1436,89,487,1267,0.259,0.325,0.424,,
2017,17,SEA Mariners,"3,303,652","40,786","$177,399,833 ",0.48148,78,84,-0.1,17,162,3.94,1382,76,467,1204,0.249,0.309,0.38,,
2017,12,STL Cardinals,"3,448,337","42,572","$129,652,933 ",0.51235,83,79,0.3,12,162,4.7,1402,81,593,1348,0.256,0.334,0.426,,
2017,15,TB Rays,"1,253,619","15,477","$79,473,033 ",0.49383,80,82,-0.1,14,162,4.28,1340,88,545,1538,0.245,0.317,0.422,,
2017,16,TEX Rangers,"2,507,760","30,960","$207,326,274 ",0.48148,78,84,-0.1,16,162,4.93,1326,113,544,1493,0.244,0.32,0.43,,
2017,19,TOR Blue Jays,"3,203,886","39,554","$158,890,575 ",0.46914,76,86,-0.6,19,162,4.28,1320,53,542,1327,0.24,0.312,0.412,,
2017,8,WAS Nationals,"2,524,980","31,173","$175,587,301 ",0.59877,97,65,0.9,4,162,5.06,1477,108,542,1327,0.266,0.332,0.449,,
2016,24,AZ Diamondbacks,"2,036,216","25,138","$78,399,500 ",0.42593,69,93,-0.9,25,162,4.64,1479,137,463,1427,0.261,0.32,0.432,,
2016,26,ATL Braves,"2,020,914","24,950","$74,999,750 ",0.42236,68,93,-0.8,26,161,4.03,1404,75,502,1240,0.255,0.321,0.384,,
2016,9,BAL Orioles,"2,172,344","26,819","$153,744,833 ",0.54938,89,73,0.2,7,162,4.59,1413,19,468,1324,0.256,0.317,0.443,,
2016,8,BOS Red Sox,"2,955,434","36,487","$218,682,750 ",0.57407,93,69,1.1,5,162,5.42,1598,83,558,1160,0.282,0.348,0.461,,
2016,1,CHI Cubs,"3,232,420","39,906","$176,097,333 ",0.63975,103,58,1.6,1,161,4.99,1409,66,656,1339,0.256,0.343,0.429,,
2016,19,CHI White Sox,"1,746,293","21,559","$113,416,000 ",0.48148,78,84,-0.2,19,162,4.23,1428,77,455,1285,0.257,0.317,0.41,,
2016,29,CIN Reds,"1,894,085","23,384","$77,329,561 ",0.41975,68,94,-0.9,28,162,4.42,1403,139,452,1284,0.256,0.316,0.408,,
2016,2,CLE Guardians,"1,591,667","19,650","$94,511,067 ",0.58385,94,67,0.6,4,161,4.83,1435,134,531,1246,0.262,0.329,0.43,,
2016,20,COL Rockies,"2,602,524","32,130","$89,707,000 ",0.46296,75,87,-0.1,20,162,5.22,1544,66,494,1330,0.275,0.336,0.457,,
2016,11,DET Tigers,"2,493,859","31,173","$199,902,000 ",0.53416,86,75,0.2,11,161,4.66,1476,58,493,1303,0.267,0.331,0.438,,
2016,14,HOU Astros,"2,306,623","28,477","$89,498,000 ",0.51852,84,78,0.1,14,162,4.47,1367,102,554,1452,0.247,0.319,0.417,,
2016,16,KAS Royals,"2,557,712","31,577","$125,132,675 ",0.50000,81,81,-0.2,16,162,4.17,1450,121,382,1224,0.261,0.312,0.4,,
2016,21,LA Angels,"3,016,142","37,236","$139,712,000 ",0.45679,74,88,-0.1,21,162,4.43,1410,73,471,991,0.26,0.322,0.405,,
2016,3,LA Dodgers,"3,703,312","45,720","$231,342,096 ",0.56173,91,71,0.5,6,162,4.48,1376,45,525,1321,0.249,0.319,0.409,,
2016,17,MIA Marlins,"1,712,417","21,405","$72,472,000 ",0.49068,79,82,-0.2,17,161,4.07,1460,71,447,1213,0.263,0.322,0.394,,
2016,22,MIL Brewers,"2,314,614","28,575","$52,077,500 ",0.45062,73,89,-0.4,22,162,4.14,1299,181,599,1543,0.244,0.322,0.407,,
2016,30,MIN Twins,"1,963,912","24,246","$93,333,700 ",0.36420,59,103,-1,30,162,4.46,1409,91,513,1426,0.251,0.316,0.421,,
2016,10,NY Mets,"2,789,602","34,440","$155,221,282 ",0.53704,87,75,0.3,10,162,4.14,1342,42,517,1302,0.246,0.316,0.417,,
2016,15,NY Yankees,"3,063,405","37,820","$193,229,350 ",0.51852,84,78,-0.1,15,162,4.2,1378,72,475,1188,0.252,0.315,0.405,,
2016,25,OAK Athletics,"1,521,506","18,784","$54,969,067 ",0.42593,69,93,-0.7,24,162,4.03,1352,50,442,1145,0.246,0.304,0.395,,
2016,23,PHI Phillies,"1,915,144","23,644","$84,846,666 ",0.43827,71,91,-1.1,23,162,3.77,1305,96,424,1376,0.24,0.301,0.384,,
2016,18,PIT Pirates,"2,249,201","27,768","$81,187,933 ",0.48447,78,83,-0.2,18,161,4.5,1426,110,561,1334,0.257,0.332,0.402,,
2016,27,SD Padres,"2,351,422","29,030","$50,656,166 ",0.41975,68,94,-0.5,29,162,4.23,1275,125,449,1500,0.235,0.299,0.39,,
2016,5,SF Giants,"2,267,928","27,999","$137,169,100 ",0.53704,87,75,0.5,9,162,4.74,1446,56,506,1288,0.259,0.326,0.43,,
2016,12,SEA Mariners,"3,365,256","41,546","$177,021,333 ",0.53086,86,76,0.4,12,162,4.41,1437,79,572,1107,0.258,0.329,0.398,,
2016,13,STL Cardinals,"3,444,490","42,525","$150,353,500 ",0.53086,86,76,0.4,13,162,4.81,1415,35,526,1318,0.255,0.325,0.442,,
2016,28,TB Rays,"1,286,163","15,879","$48,223,791 ",0.41975,68,94,-0.3,27,162,4.15,1333,60,449,1482,0.243,0.307,0.426,,
2016,6,TEX Rangers,"2,710,402","33,462","$212,117,760 ",0.58642,95,67,0,3,162,4.72,1446,99,436,1220,0.262,0.322,0.433,,
2016,4,TOR Blue Jays,"3,392,099","41,878","$182,690,767 ",0.54938,89,73,0.6,8,162,4.69,1358,54,632,1362,0.248,0.33,0.426,,
2016,7,WAS Nationals,"2,481,938","30,641","$152,967,400 ",0.58642,95,67,0.9,2,162,4.71,1403,121,536,1252,0.256,0.326,0.426,,
2015,18,AZ Diamondbacks,"2,080,145","25,681","$64,434,000 ",0.48765,79,83,0,18,162,4.44,1494,132,490,1312,0.264,0.324,0.414,,
2015,28,ATL Braves,"2,001,392","24,709","$104,037,500 ",0.41358,67,95,-1.2,28,162,3.54,1361,69,471,1107,0.251,0.314,0.359,,
2015,16,BAL Orioles,"2,281,202","29,246","$112,989,833 ",0.50000,81,81,0.1,16,162,4.4,1370,44,418,1331,0.25,0.307,0.421,,
2015,19,BOS Red Sox,"2,880,694","35,564","$183,931,900 ",0.48148,78,84,0,19,162,4.62,1495,71,478,1148,0.265,0.325,0.415,,
2015,4,CHI Cubs,"2,919,122","36,039","$115,306,610 ",0.59877,97,65,0.5,3,162,4.25,1341,95,567,1518,0.244,0.321,0.398,,
2015,20,CHI White Sox,"1,755,810","21,677","$112,889,700 ",0.46914,76,86,-0.5,21,162,3.84,1381,68,404,1231,0.25,0.306,0.38,,
2015,29,CIN Reds,"2,419,506","29,870","$111,572,286 ",0.39506,64,98,-0.7,29,162,3.95,1382,134,496,1255,0.248,0.312,0.394,,
2015,15,CLE Guardians,"1,388,905","17,361","$59,163,766 ",0.50311,81,80,0.2,15,161,4.16,1395,86,533,1157,0.256,0.325,0.401,,
2015,27,COL Rockies,"2,506,789","30,948","$96,438,600 ",0.41975,68,94,-0.7,26,162,4.55,1479,97,388,1283,0.265,0.315,0.432,,
2015,22,DET Tigers,"2,726,048","33,655","$172,284,750 ",0.45963,74,87,-0.7,22,161,4.28,1515,83,455,1259,0.27,0.328,0.42,,
2015,5,HOU Astros,"2,153,585","26,587","$93,256,200 ",0.53086,86,76,0.7,10,162,4.5,1363,121,486,1392,0.25,0.315,0.437,,
2015,1,KAS Royals,"2,708,549","33,439","$121,590,475 ",0.58642,95,67,0.5,4,162,4.47,1497,104,383,973,0.269,0.322,0.412,,
2015,11,LA Angels,"3,012,765","37,195","$131,522,500 ",0.52469,85,77,-0.1,11,162,4.08,1331,52,435,1150,0.246,0.307,0.396,,
2015,7,LA Dodgers,"3,764,815","46,479","$265,140,429 ",0.56790,92,70,0.4,6,162,4.12,1346,59,563,1258,0.25,0.326,0.413,,
2015,24,MIA Marlins,"1,752,235","21,633","$71,231,500 ",0.43827,71,91,-0.4,4,162,3.78,1420,112,375,1150,0.26,0.31,0.384,,
2015,25,MIL Brewers,"2,542,558","31,390","$70,869,500 ",0.41975,68,94,-0.5,10,162,4.04,1378,84,412,1299,0.251,0.307,0.393,,
2015,13,MIN Twins,"2,220,054","27,408","$107,755,000 ",0.51235,83,79,0,11,162,4.3,1349,70,439,1264,0.247,0.305,0.399,,
2015,2,NY Mets,"2,569,753","31,725","$98,874,473 ",0.55556,90,72,0.4,7,162,4.22,1351,51,488,1290,0.244,0.312,0.4,,
2015,10,NY Yankees,"3,193,795","39,430","$214,051,957 ",0.53704,87,75,0.4,9,162,4.72,1397,63,554,1227,0.251,0.323,0.421,,
2015,26,OAK Athletics,"1,768,175","21,829","$64,016,001 ",0.41975,68,94,-0.2,27,162,4.28,1405,78,475,1119,0.251,0.312,0.395,,
2015,30,PHI Phillies,"1,831,080","22,606","$103,082,167 ",0.38889,63,99,-1.1,30,162,3.86,1374,88,387,1274,0.249,0.303,0.382,,
2015,9,PIT Pirates,"2,498,596","30,847","$104,457,499 ",0.60494,98,64,0.6,2,162,4.3,1462,98,461,1322,0.26,0.323,0.396,,
2015,23,SD Padres,"2,459,752","30,367","$125,203,700 ",0.45679,74,88,-0.5,23,162,4.01,1324,82,426,1327,0.243,0.3,0.385,,
2015,12,SF Giants,"2,193,581","27,081","$130,681,400 ",0.51852,84,78,0.4,12,162,4.05,1379,69,478,1336,0.249,0.311,0.411,,
2015,21,SEA Mariners,"3,375,882","41,678","$180,018,166 ",0.46914,76,86,-0.4,20,162,4.3,1486,93,457,1159,0.267,0.326,0.406,,
2015,6,STL Cardinals,"3,520,889","43,468","$128,241,500 ",0.61728,100,62,0.8,1,162,3.99,1386,69,506,1267,0.253,0.321,0.394,,
2015,17,TB Rays,"1,287,054","15,322","$64,571,233 ",0.49383,80,82,0,17,162,3.98,1383,87,436,1310,0.252,0.314,0.406,,
2015,8,TEX Rangers,"2,491,875","30,764","$178,860,789 ",0.54321,88,74,0.1,8,162,4.64,1419,101,503,1233,0.257,0.325,0.413,,
2015,3,TOR Blue Jays,"2,794,891","34,505","$117,917,400 ",0.57407,93,69,1.4,5,162,5.5,1480,88,570,1151,0.269,0.34,0.457,,
2015,14,WAS Nationals,"2,619,843","32,344","$176,496,372 ",0.51235,83,79,0.4,13,162,4.34,1363,57,539,1344,0.251,0.321,0.403,,
2014,30,AZ Diamondbacks,"2,073,730","25,602","$89,926,500 ",0.39506,64,98,-0.8,30,162,3.8,1379,86,398,1165,0.248,0.302,0.376,,
2014,17,ATL Braves,"2,354,305","29,065","$108,081,500 ",0.48765,79,83,-0.1,17,162,3.54,1316,95,472,1369,0.241,0.305,0.36,,
2014,4,BAL Orioles,"2,464,473","30,426","$109,097,500 ",0.59259,96,66,0.7,3,162,4.35,1434,44,401,1285,0.256,0.311,0.422,,
2014,25,BOS Red Sox,"2,956,089","36,495","$134,628,929 ",0.43827,71,91,-0.5,25,162,3.91,1355,63,535,1337,0.244,0.316,0.369,,
2014,24,CHI Cubs,"2,652,113","32,742","$59,800,500 ",0.45062,73,89,-0.6,22,162,3.79,1315,65,442,1477,0.239,0.3,0.385,,
2014,22,CHI White Sox,"1,650,821","20,381","$87,475,500 ",0.45062,73,89,-0.6,24,162,4.07,1400,85,417,1362,0.253,0.31,0.398,,
2014,21,CIN Reds,"2,476,664","30,576","$102,230,000 ",0.46914,76,86,-0.1,21,162,3.67,1282,122,415,1252,0.238,0.296,0.365,,
2014,12,CLE Guardians,"1,437,393","17,746","$73,509,399 ",0.52469,85,77,0.1,12,162,4.13,1411,104,504,1189,0.253,0.317,0.389,,
2014,29,COL Rockies,"2,680,329","33,090","$95,403,500 ",0.40741,66,96,-0.4,29,162,4.66,1551,85,397,1281,0.276,0.327,0.445,,
2014,8,DET Tigers,"2,917,209","36,015","$169,135,500 ",0.55556,90,72,0.3,6,162,4.67,1557,106,443,1144,0.277,0.331,0.426,,
2014,26,HOU Astros,"1,751,829","21,628","$44,736,800 ",0.43210,70,92,-0.6,26,162,3.88,1317,122,495,1442,0.242,0.309,0.383,,
2014,2,KAS Royals,"1,956,482","24,154","$89,804,075 ",0.54938,89,73,0.2,7,162,4.02,1456,153,380,985,0.263,0.314,0.376,,
2014,6,LA Angels,"3,095,935","38,221","$128,667,000 ",0.60494,98,64,0.9,1,162,4.77,1464,81,492,1266,0.259,0.322,0.406,,
2014,7,LA Dodgers,"3,782,337","46,696","$233,386,026 ",0.58025,94,68,0.6,4,162,4.43,1476,138,519,1246,0.265,0.333,0.406,,
2014,19,MIA Marlins,"1,732,283","21,386","$42,365,400 ",0.47531,77,85,-0.2,19,162,3.98,1399,58,501,1419,0.253,0.317,0.378,,
2014,15,MIL Brewers,"2,797,384","34,536","$109,567,000 ",0.50617,82,80,0,15,162,4.01,1366,102,423,1197,0.25,0.311,0.397,,
2014,27,MIN Twins,"2,250,606","27,785","$87,044,000 ",0.43210,70,92,-0.4,27,162,4.41,1412,99,544,1329,0.254,0.324,0.389,,
2014,16,NY Mets,"2,148,808","26,528","$82,663,615 ",0.48765,79,83,0.1,16,162,3.88,1306,101,516,1264,0.239,0.308,0.364,,
2014,13,NY Yankees,"3,401,624","41,995","$258,118,959 ",0.51852,84,78,-0.2,13,162,3.91,1349,112,452,1133,0.245,0.307,0.38,,
2014,10,OAK Athletics,"2,003,628","24,736","$89,160,900 ",0.54321,88,74,1,10,162,4.5,1354,83,586,1104,0.244,0.32,0.381,,
2014,23,PHI Phillies,"2,423,852","29,924","$176,444,967 ",0.45062,73,89,-0.4,23,162,3.82,1356,109,443,1306,0.242,0.302,0.363,,
2014,9,PIT Pirates,"2,442,564","30,155","$80,729,000 ",0.54321,88,74,0.3,9,162,4.21,1436,104,520,1244,0.259,0.33,0.404,,
2014,18,SD Padres,"2,195,373","27,103","$76,662,100 ",0.47531,77,85,-0.3,20,162,3.3,1199,91,468,1294,0.226,0.292,0.342,,
2014,1,SF Giants,"2,064,334","25,486","$95,471,000 ",0.54321,88,74,0.3,8,162,3.91,1328,96,396,1232,0.244,0.3,0.376,,
2014,11,SEA Mariners,"3,368,697","41,589","$163,510,167 ",0.53704,87,75,0.5,11,162,4.1,1407,56,427,1245,0.255,0.311,0.388,,
2014,3,STL Cardinals,"3,540,649","43,712","$129,932,500 ",0.55556,90,72,0.1,5,162,3.82,1371,57,471,1133,0.253,0.32,0.369,,
2014,20,TB Rays,"1,446,464","17,858","$77,814,300 ",0.47531,77,85,-0.1,18,162,3.78,1361,63,527,1124,0.247,0.317,0.367,,
2014,28,TEX Rangers,"2,718,733","33,565","$129,801,239 ",0.41358,67,95,-0.8,28,162,3.93,1400,105,417,1162,0.256,0.314,0.375,,
2014,14,TOR Blue Jays,"2,375,525","29,327","$136,466,200 ",0.51235,83,79,0.2,14,162,4.46,1435,78,502,1151,0.259,0.323,0.414,,
2014,5,WAS Nationals,"2,579,389","31,844","$137,235,080 ",0.59259,96,66,0.8,2,162,4.23,1403,101,517,1304,0.253,0.321,0.393,,
2013,16,AZ Diamondbacks,"2,134,895","26,357","$80,060,500 ",0.47531,81,81,-0.1,16,162,4.23,1468,62,519,1142,0.259,0.323,0.391,,
2013,8,ATL Braves,"2,548,679","31,465","$95,618,750 ",0.59259,96,66,0.9,3,162,4.25,1354,64,542,1384,0.249,0.321,0.402,,
2013,14,BAL Orioles,"2,357,561","29,106","$100,832,000 ",0.52469,85,77,0.2,14,162,4.6,1460,79,416,1125,0.26,0.313,0.431,,
2013,1,BOS Red Sox,"2,833,333","34,979","$175,395,500 ",0.59877,97,65,1.2,1,162,5.27,1566,123,581,1308,0.277,0.349,0.446,,
2013,27,CHI Cubs,"2,642,682","32,626","$67,874,166 ",0.40741,66,96,-0.5,26,162,3.72,1307,63,439,1230,0.238,0.3,0.392,,
2013,28,CHI White Sox,"1,768,413","21,832","$81,401,900 ",0.38889,63,99,-0.8,28,162,3.69,1385,105,411,1207,0.249,0.302,0.378,,
2013,10,CIN Reds,"2,492,101","31,151","$106,255,535 ",0.55556,90,72,0.7,11,162,4.31,1370,67,585,1245,0.249,0.327,0.391,,
2013,9,CLE Guardians,"1,572,926","19,419","$87,342,433 ",0.56790,92,70,0.5,7,162,4.6,1391,117,562,1283,0.255,0.327,0.41,,
2013,22,COL Rockies,"2,793,828","34,492","$73,768,000 ",0.45679,74,88,-0.3,20,162,4.36,1511,112,427,1204,0.27,0.323,0.418,,
2013,3,DET Tigers,"3,083,397","38,067","$154,407,000 ",0.57407,93,69,1.1,6,162,4.91,1625,35,531,1073,0.283,0.346,0.434,,
2013,30,HOU Astros,"1,651,883","20,394","$14,672,300 ",0.31481,51,111,-1.5,30,162,3.77,1307,110,426,1535,0.24,0.299,0.375,,
2013,13,KAS Royals,"1,750,754","21,614","$87,426,250 ",0.53086,86,76,0.3,12,162,4,1443,153,422,1048,0.26,0.315,0.379,,
2013,17,LA Angels,"3,019,505","37,278","$116,532,500 ",0.48148,78,84,0,17,162,4.52,1476,82,523,1221,0.264,0.329,0.414,,
2013,4,LA Dodgers,"3,743,527","46,216","$254,161,000 ",0.56790,92,70,0.4,7,162,4.01,1447,78,476,1146,0.264,0.326,0.396,,
2013,29,MIA Marlins,"1,586,322","19,584","$24,761,900 ",0.38272,62,100,-0.8,29,162,3.17,1257,78,432,1232,0.231,0.293,0.335,,
2013,21,MIL Brewers,"2,531,105","31,248","$86,945,000 ",0.45679,74,88,-0.3,20,162,3.95,1381,142,407,1183,0.252,0.311,0.398,,
2013,26,MIN Twins,"2,477,644","30,588","$63,042,500 ",0.40741,66,96,-1.1,26,162,3.79,1346,52,533,1430,0.242,0.312,0.38,,
2013,20,NY Mets,"2,135,657","26,366","$69,425,860 ",0.45679,74,88,-0.4,20,162,3.82,1318,114,512,1384,0.237,0.306,0.366,,
2013,15,NY Yankees,"3,279,589","40,489","$246,534,750 ",0.52469,85,77,-0.1,14.00000,162,4.01,1321,115,466,1214,0.242,0.307,0.376,,
2013,7,OAK Athletics,"1,809,302","22,337","$69,440,000 ",0.59259,96,66,0.9,3.00000,162,4.73,1403,74,573,1178,0.254,0.327,0.419,,
2013,24,PHI Phillies,"3,012,403","37,190","$150,860,000 ",0.45062,73,89,-0.9,24.00000,162,3.77,1355,73,417,1205,0.248,0.306,0.384,,
2013,6,PIT Pirates,"2,256,862","27,862","$99,230,000 ",0.58025,94,68,0.4,5.00000,162,3.91,1346,94,469,1330,0.245,0.313,0.396,,
2013,18,SD Padres,"2,166,691","26,749","$65,988,600 ",0.46914,76,86,-0.5,18.00000,162,3.81,1349,118,467,1309,0.245,0.308,0.378,,
2013,19,SF Giants,"1,761,546","21,747","$78,887,000 ",0.46914,76,86,-0.4,25.00000,162,3.85,1318,49,529,1353,0.237,0.306,0.39,,
2013,25,SEA Mariners,"3,369,106","41,087","$139,845,667 ",0.43827,71,91,-0.8,,162,3.88,1446,67,469,1078,0.26,0.32,0.381,,
2013,2,STL Cardinals,"3,369,769","41,602","$112,583,000 ",0.59877,97,65,1.2,,162,4.83,1494,45,481,1110,0.269,0.332,0.401,,
2013,5,TB Rays,"1,510,300","18,646","$71,163,500 ",0.56442,92,71,0.3,,163,4.29,1421,73,589,1171,0.257,0.329,0.408,,
2013,11,TEX Rangers,"3,178,273","38,759","$139,261,200 ",0.55828,91,72,0.6,,163,4.48,1465,149,462,1067,0.262,0.323,0.412,,
2013,23,TOR Blue Jays,"2,536,562","31,316","$124,517,800 ",0.45679,74,88,-0.3,,162,4.4,1398,112,510,1123,0.252,0.318,0.411,,
2013,12,WAS Nationals,"2,652,422","32,746","$112,493,250 ",0.53086,86,76,0.2,,162,4.05,1365,88,464,1192,0.251,0.313,0.398,,
2012,16,AZ Diamondbacks,"2,177,617","26,884","$67,069,833 ",0.58025,94,68,0.4,,162,4.53,1416,93,539,1266,0.259,0.328,0.418,,
2012,9,ATL Braves,"2,420,171","29,879","$86,208,000 ",0.54938,89,73,0.2,,162,4.32,1341,101,567,1289,0.247,0.32,0.389,,
2012,8,BAL Orioles,"2,102,240","25,954","$77,949,000 ",0.42593,69,93,-0.9,,162,4.4,1375,58,480,1315,0.247,0.311,0.417,,
2012,25,BOS Red Sox,"3,043,003","37,568","$110,386,000 ",0.55556,90,72,0.9,,162,4.53,1459,97,428,1197,0.26,0.315,0.415,,
2012,29,CHI Cubs,"2,882,756","35,590","$86,159,366 ",0.43827,71,91,-0.6,,162,3.78,1297,94,447,1235,0.24,0.302,0.378,,
2012,14,CHI White Sox,"1,965,955","24,271","$118,208,000 ",0.48765,79,83,-0.3,,162,4.62,1409,109,461,1203,0.255,0.318,0.422,,
2012,5,CIN Reds,"2,347,251","28,978","$80,309,500 ",0.48765,79,83,0.1,,162,4.13,1377,87,481,1266,0.251,0.315,0.411,,
2012,26,CLE Guardians,"1,603,596","19,797","$78,911,300 ",0.49383,80,82,-0.3,,162,4.12,1385,110,555,1087,0.251,0.324,0.381,,
2012,28,COL Rockies,"2,630,458","32,475","$75,485,000 ",0.45062,73,89,-0.2,,162,4.68,1526,100,450,1213,0.274,0.33,0.436,,
2012,2,DET Tigers,"3,028,033","37,383","$131,394,000 ",0.58642,95,67,0.5,,162,4.48,1467,59,511,1103,0.268,0.335,0.422,,
2012,30,HOU Astros,"1,607,733","19,849","$37,651,000 ",0.44444,72,90,-0.5,,162,3.6,1276,105,463,1365,0.236,0.302,0.371,,
2012,23,KAS Royals,"1,739,859","21,480","$61,747,075 ",0.34568,56,106,-1.1,,162,4.17,1492,132,404,1032,0.265,0.317,0.4,,
2012,12,LA Angels,"3,061,770","37,800","$141,073,500 ",0.43827,71,91,-0.2,,162,4.73,1518,134,449,1113,0.274,0.332,0.433,,
2012,13,LA Dodgers,"3,324,246","41,040","$177,033,600 ",0.53086,86,76,0.2,,162,3.93,1369,104,481,1156,0.252,0.317,0.374,,
2012,24,MIA Marlins,"2,219,444","27,401","$107,678,000 ",0.50932,82,79,0.2,,161,3.76,1327,149,484,1228,0.244,0.308,0.382,,
2012,15,MIL Brewers,"2,831,385","34,955","$95,717,000 ",0.59259,96,66,0.5,,162,4.79,1442,158,466,1240,0.259,0.325,0.437,,
2012,27,MIN Twins,"2,776,354","34,276","$99,066,000 ",0.38889,63,99,-1.1,,162,4.33,1448,135,505,1069,0.26,0.325,0.39,,
2012,21,NY Mets,"2,242,803","27,689","$91,621,424 ",0.47531,77,85,-0.1,,162,4.01,1357,79,503,1250,0.249,0.316,0.386,,
2012,4,NY Yankees,"3,542,406","43,733","$197,977,900 ",0.59877,97,65,1.3,,162,4.96,1462,93,565,1176,0.265,0.337,0.453,,
2012,6,OAK Athletics,"1,679,013","20,729","$61,202,500 ",0.45679,74,88,-0.2,,162,4.4,1315,122,550,1387,0.238,0.31,0.404,,
2012,17,PHI Phillies,"3,565,718","44,021","$171,501,558 ",0.62963,102,60,1.1,,162,4.22,1414,116,454,1094,0.255,0.317,0.4,,
2012,18,PIT Pirates,"2,091,918","25,826","$70,077,000 ",0.44444,72,90,-0.6,,162,4.02,1313,73,444,1354,0.243,0.304,0.395,,
2012,19,SD Padres,"2,123,721","26,219","$55,494,700 ",0.43827,71,91,-0.1,,162,4.02,1339,155,539,1238,0.247,0.319,0.38,,
2012,1,SF Giants,"1,721,920","21,258","$78,235,600 ",0.53086,86,76,0,,162,3.82,1285,104,466,1259,0.234,0.296,0.369,,
2012,20,SEA Mariners,"3,377,371","41,696","$117,637,350 ",0.41358,67,95,-0.7,,162,4.43,1495,118,483,1097,0.269,0.327,0.397,,
2012,3,STL Cardinals,"3,262,109","40,273","$112,071,000 ",0.55556,90,72,0.4,,162,4.72,1526,91,533,1192,0.271,0.338,0.421,,
2012,11,TB Rays,"1,559,681","19,255","$63,368,700 ",0.56173,91,71,0.6,,162,4.3,1293,134,571,1323,0.24,0.317,0.394,,
2012,10,TEX Rangers,"3,460,280","42,720","$124,119,900 ",0.59259,96,66,1.1,,162,4.99,1526,91,478,1103,0.273,0.334,0.446,,
2012,22,TOR Blue Jays,"2,099,663","25,922","$82,352,700 ",0.50000,81,81,-0.1,,162,4.42,1346,123,473,1251,0.245,0.309,0.407,,
2012,7,WAS Nationals,"2,370,794","29,269","$92,386,000 ",0.49689,80,81,-0.1,,161,4.51,1468,105,479,1325,0.261,0.322,0.428,,
2011,8,AZ Diamondbacks,"2,105,432","25,993","$54,823,166 ",0.58025,94,68,0.4,,162,4.51,1357,133,531,1249,0.25,0.322,0.413,,
2011,10,ATL Braves,"2,372,940","29,296","$93,855,132 ",0.54938,89,73,0.2,,162,3.96,1345,77,504,1260,0.243,0.308,0.387,,
2011,27,BAL Orioles,"1,755,461","21,672","$88,299,038 ",0.42593,69,93,-0.9,,162,4.37,1434,81,452,1120,0.257,0.316,0.413,,
2011,9,BOS Red Sox,"3,054,001","37,704","$166,662,475 ",0.55556,90,72,0.9,,162,5.4,1600,102,578,1108,0.28,0.349,0.461,,
2011,26,CHI Cubs,"3,017,966","37,259","$136,547,329 ",0.43827,71,91,-0.6,,162,4.04,1423,69,425,1202,0.256,0.314,0.401,,
2011,18,CHI White Sox,"2,001,117","24,705","$127,789,000 ",0.48765,79,83,-0.3,,162,4.04,1387,81,475,989,0.252,0.319,0.388,,
2011,17,CIN Reds,"2,213,588","27,328","$77,297,134 ",0.48765,79,83,0.1,,162,4.54,1438,97,535,1250,0.256,0.326,0.408,,
2011,16,CLE Guardians,"1,840,835","22,726","$49,426,566 ",0.49383,80,82,-0.3,,162,4.35,1380,89,494,1269,0.25,0.317,0.396,,
2011,21,COL Rockies,"2,909,777","35,923","$91,648,071 ",0.45062,73,89,-0.2,,162,4.54,1429,118,555,1201,0.258,0.329,0.41,,
2011,4,DET Tigers,"2,642,045","32,618","$106,875,231 ",0.58642,95,67,0.5,,162,4.86,1540,49,521,1143,0.277,0.34,0.434,,
2011,30,HOU Astros,"1,520,562","18,772","$57,694,000 ",0.44444,72,90,-0.5,,162,3.86,1358,95,542,1244,0.247,0.318,0.388,,
2011,24,KAS Royals,"2,067,016","25,519","$71,110,500 ",0.34568,56,106,-1.1,,162,3.8,1442,118,401,1164,0.258,0.311,0.374,,
